"Season","Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ"
"2012","Giants","2241","1458","13059.0","4353","1638","115","66","49","307","134","96","135","39","129","53","5","54",".981",""
"2013","Angels","2128","1458","13119.0","4373","1500","112","68","42","328","135","99","136","59","131","35","7","74",".981",""
"2013","Orioles","2029","1458","13077.0","4359","1614","54","25","28","428","166","138","165","56","63","32","8","38",".991",""
"2013","Red Sox","2100","1458","13086.0","4362","1517","80","40","38","343","143","114","142","44","133","43","15","47",".987",""
"2013","White Sox","2122","1458","13095.0","4365","1555","121","70","49","361","156","110","156","55","102","35","21","62",".980",""
"2013","Indians","2151","1458","12972.0","4324","1503","98","50","45","338","137","112","137","47","84","31","10","71",".983",""
"2013","Tigers","2105","1458","13164.0","4388","1507","76","34","41","342","136","108","137","40","128","29","14","63",".987",""
"2013","Royals","2034","1458","13035.0","4345","1520","85","43","41","335","137","101","136","53","77","36","6","60",".986",""
"2013","Twins","2115","1458","13053.0","4351","1723","81","39","37","415","178","130","178","41","73","38","6","50",".987",""
"2013","Yankees","2065","1458","13026.0","4342","1544","69","34","33","325","143","107","140","43","72","30","16","57",".988",""
"2013","Athletics","2125","1458","13068.0","4356","1377","97","49","48","277","114","87","113","58","87","27","15","56",".983",""
"2013","Mariners","2064","1458","13185.0","4395","1646","88","49","39","368","150","119","149","40","89","30","11","74",".986",""
"2013","Rays","2241","1467","13176.0","4392","1593","59","25","33","329","148","105","148","63","119","33","10","69",".990",""
"2013","Rangers","2118","1467","13170.0","4390","1549","86","47","38","366","147","112","148","33","73","34","7","68",".986",""
"2013","Blue Jays","2135","1458","13068.0","4356","1605","111","52","59","365","145","120","145","65","87","29","30","54",".982",""
"2013","Diamondbacks","2135","1458","13455.0","4485","1733","75","41","34","338","137","107","137","76","48","22","10","84",".988",""
"2013","Braves","2138","1458","13053.0","4351","1680","85","47","36","326","143","105","142","60","79","32","6","50",".986",""
"2013","Cubs","2063","1458","13032.0","4344","1602","100","59","40","294","129","88","129","44","107","42","13","59",".983",""
"2013","Reds","2108","1458","13263.0","4421","1643","76","37","38","342","131","106","131","42","70","35","8","44",".988",""
"2013","Rockies","2114","1458","12924.0","4308","1855","90","44","45","388","163","117","162","62","89","33","13","62",".986",""
"2013","Marlins","2030","1458","13140.0","4380","1687","88","49","38","361","144","115","144","37","90","37","16","53",".986",""
"2013","Astros","2086","1458","12960.0","4320","1635","125","65","58","414","169","132","168","58","98","37","14","61",".979",""
"2013","Dodgers","2228","1458","13053.0","4351","1723","109","63","43","391","162","119","161","58","63","40","10","66",".982",""
"2013","Brewers","2129","1458","12984.0","4328","1627","114","62","52","351","155","110","155","62","99","30","10","51",".981",""
"2013","Nationals","2037","1458","13011.0","4337","1549","107","44","61","350","148","115","148","55","95","20","5","43",".982",""
"2013","Mets","2195","1458","13290.0","4430","1642","93","50","42","327","127","96","127","49","87","29","11","47",".985",""
"2013","Phillies","2108","1458","12927.0","4309","1614","97","54","42","339","141","105","141","55","114","35","5","48",".984",""
"2013","Pirates","2187","1458","13236.0","4412","1924","106","57","49","378","155","115","155","74","95","43","7","81",".984",""
"2013","Cardinals","2224","1458","13137.0","4379","1718","75","46","28","452","177","138","178","42","39","26","6","33",".988",""
"2013","Padres","2277","1458","13095.0","4365","1698","83","38","44","301","145","95","143","55","107","43","7","51",".986",""
"2013","Giants","2217","1458","13026.0","4342","1536","107","53","53","323","128","101","129","45","95","41","8","60",".982",""
"2014","Angels","2251","1458","13344.0","4448","1483","83","37","46","314","129","96","129","38","106","39","5","74",".986",""
"2014","Orioles","2123","1458","13152.0","4384","1603","87","42","45","368","160","116","160","51","84","32","9","42",".986",""
"2014","Red Sox","2119","1458","13191.0","4397","1610","92","45","44","366","156","120","155","36","87","33","18","51",".985",""
"2014","White Sox","2070","1458","12969.0","4323","1682","107","68","38","438","171","140","170","31","93","32","17","75",".982",""
"2014","Indians","2191","1458","13215.0","4405","1599","116","58","57","327","142","103","142","41","95","44","9","56",".981",""
"2014","Tigers","2157","1458","13086.0","4362","1539","101","56","44","361","154","109","154","26","111","51","8","43",".983",""
"2014","Royals","2089","1458","13056.0","4352","1512","104","47","55","301","122","90","122","45","69","29","6","58",".983",""
"2014","Twins","2095","1458","12915.0","4305","1579","97","47","49","342","136","112","136","27","100","22","8","50",".984",""
"2014","Yankees","2120","1458","13077.0","4359","1474","92","48","44","237","109","72","108","25","77","38","15","49",".984",""
"2014","Athletics","2167","1458","13170.0","4390","1634","111","55","56","382","152","130","152","42","100","28","10","59",".982",""
"2014","Mariners","2125","1458","13068.0","4356","1609","82","48","34","330","140","106","139","30","92","35","11","80",".986",""
"2014","Rays","2148","1458","13173.0","4391","1309","88","44","44","221","102","76","100","44","82","26","9","65",".985",""
"2014","Rangers","2053","1458","12837.0","4279","1413","106","54","51","361","155","109","155","45","85","36","9","61",".982",""
"2014","Blue Jays","2224","1458","12987.0","4329","1528","87","41","45","319","131","101","131","37","94","24","18","43",".985",""
"2014","Diamondbacks","2035","1458","12999.0","4333","1645","101","51","49","341","149","109","149","39","75","34","6","50",".983",""
"2014","Braves","2043","1458","13095.0","4365","1527","85","49","36","362","143","117","143","29","100","29","18","75",".986",""
"2014","Cubs","2174","1458","13170.0","4390","1668","103","55","46","318","137","100","137","47","114","38","13","64",".983",""
"2014","Reds","2043","1458","13014.0","4338","1588","72","34","36","287","120","92","120","31","71","38","13","45",".988",""
"2014","Rockies","2200","1458","12879.0","4293","1809","106","45","58","405","168","126","168","49","85","16","20","72",".983",""
"2014","Marlins","2079","1458","13119.0","4373","1699","97","46","50","369","154","115","154","39","109","34","9","56",".984",""
"2014","Astros","2036","1458","12948.0","4316","1704","106","69","36","373","151","112","151","38","109","32","14","57",".983",""
"2014","Dodgers","2197","1458","13182.0","4394","1706","107","59","46","354","145","106","145","37","86","38","12","64",".983",""
"2014","Brewers","2138","1458","13119.0","4373","1602","99","48","50","312","132","102","132","41","96","35","7","44",".984",""
"2014","Nationals","2054","1458","13236.0","4412","1624","100","46","51","332","142","103","142","41","60","36","6","37",".984",""
"2014","Mets","2114","1458","13173.0","4391","1617","104","54","46","405","161","140","160","49","85","25","16","56",".983",""
"2014","Phillies","2072","1458","13215.0","4405","1674","83","52","28","305","135","96","133","40","115","46","8","49",".987",""
"2014","Pirates","2174","1458","13107.0","4369","1839","109","43","66","369","152","117","150","43","107","49","9","71",".983",""
"2014","Cardinals","2163","1458","13038.0","4346","1617","88","53","34","375","146","120","147","38","54","29","7","44",".985",""
"2014","Padres","2218","1458","12948.0","4316","1560","101","48","53","276","126","84","124","56","116","40","21","57",".983",""
"2014","Giants","2199","1458","13041.0","4347","1699","100","47","52","379","157","123","155","22","107","47","11","49",".984",""
"2015","Angels","2224","1458","12966.0","4322","1491","93","51","39","267","108","89","108","45","93","43","13","61",".984",""
"2015","Orioles","2077","1458","12912.0","4304","1597","77","34","42","337","135","108","135","32","62","29","10","46",".987",""
"2015","Red Sox","2097","1458","13035.0","4345","1625","97","57","39","359","149","109","149","36","75","38","22","79",".984",""
"2015","White Sox","2030","1458","13074.0","4358","1582","101","48","52","377","161","117","162","45","75","30","22","61",".983",""
"2015","Indians","2074","1449","12894.0","4298","1528","79","34","43","334","139","108","139","33","71","39","10","48",".987",""
"2015","Tigers","2156","1449","13023.0","4341","1621","86","52","33","394","165","130","165","36","72","43","5","60",".986",""
"2015","Royals","2086","1458","13068.0","4356","1611","88","47","40","323","139","102","139","57","75","35","5","62",".985",""
"2015","Twins","2128","1458","12987.0","4329","1637","86","45","40","376","152","121","152","37","93","22","3","54",".986",""
"2015","Yankees","2231","1458","13119.0","4373","1594","93","50","42","319","135","96","135","45","71","36","8","78",".985",""
"2015","Athletics","2154","1458","13002.0","4334","1642","126","69","56","368","155","120","154","55","78","40","14","62",".979",""
"2015","Mariners","2225","1458","13167.0","4389","1685","94","56","38","366","158","116","157","35","65","40","10","72",".985",""
"2015","Rays","2273","1458","13080.0","4360","1408","95","51","39","252","118","72","118","32","88","44","8","81",".984",""
"2015","Rangers","2168","1458","12984.0","4328","1695","119","65","52","409","169","127","169","45","82","25","11","51",".981",""
"2015","Blue Jays","2119","1458","12969.0","4323","1592","88","44","42","355","146","109","146","40","60","41","25","62",".985",""
"2015","Diamondbacks","2202","1458","13200.0","4400","1697","86","45","40","351","149","111","149","37","73","28","11","51",".986",""
"2015","Braves","2155","1458","12828.0","4276","1593","90","52","36","473","186","152","186","39","84","33","13","53",".985",""
"2015","Cubs","2281","1458","13152.0","4384","1669","111","66","44","287","122","97","121","40","137","38","10","66",".982",""
"2015","Reds","2108","1458","13080.0","4360","1622","90","53","37","332","131","106","131","35","100","31","9","54",".985",""
"2015","Rockies","2246","1458","12837.0","4279","1818","95","45","47","441","172","143","172","44","92","35","7","66",".985",""
"2015","Marlins","2093","1458","12843.0","4281","1589","77","40","36","413","162","127","162","34","74","25","11","53",".987",""
"2015","Astros","2157","1458","12969.0","4323","1617","85","39","44","304","132","92","132","26","87","27","8","61",".986",""
"2015","Dodgers","2212","1458","13011.0","4337","1727","75","44","30","311","133","92","134","49","85","42","12","52",".988",""
"2015","Brewers","2177","1458","12915.0","4305","1678","116","52","64","385","164","122","165","32","104","46","7","71",".981",""
"2015","Nationals","2063","1458","12912.0","4304","1533","90","43","46","299","127","102","127","36","53","32","7","39",".985",""
"2015","Mets","2150","1458","13164.0","4388","1599","88","44","44","329","133","107","132","66","75","26","4","46",".986",""
"2015","Phillies","2143","1458","12927.0","4309","1585","117","66","51","344","147","104","146","36","79","32","12","60",".981",""
"2015","Pirates","2277","1458","13407.0","4469","1868","122","69","53","434","179","133","178","32","144","43","11","67",".981",""
"2015","Cardinals","2278","1458","13182.0","4394","1617","96","51","42","369","164","108","161","41","54","29","5","48",".984",""
"2015","Padres","2208","1458","12963.0","4321","1566","92","46","46","329","140","94","139","51","122","60","18","54",".985",""
"2015","Giants","2168","1458","12999.0","4333","1674","78","43","35","374","147","122","146","28","82","32","10","40",".987",""
"2016","Angels","2235","1458","12792.0","4264","1483","97","37","56","356","149","109","150","37","93","47","7","47",".983",""
"2016","Orioles","2096","1458","12888.0","4296","1579","80","42","37","416","165","133","165","39","69","37","4","59",".987",""
"2016","Red Sox","2089","1458","12957.0","4319","1426","75","38","36","332","141","103","141","23","59","33","37","52",".987",""
"2016","White Sox","2022","1458","13020.0","4340","1536","95","53","39","350","152","116","151","28","89","20","8","72",".984",""
"2016","Indians","2222","1449","13005.0","4335","1608","89","55","34","287","127","90","127","26","51","32","12","49",".985",""
"2016","Tigers","2096","1449","12852.0","4284","1537","75","44","29","365","149","116","148","22","71","39","5","44",".987",""
"2016","Royals","2043","1458","12960.0","4320","1526","94","44","49","332","134","107","134","39","55","42","7","55",".984",""
"2016","Twins","2099","1458","12987.0","4329","1610","126","70","54","437","173","138","172","38","78","20","9","83",".979",""
"2016","Yankees","2134","1458","12855.0","4285","1536","86","47","38","283","118","89","117","40","86","32","14","52",".985",""
"2016","Athletics","2131","1458","12900.0","4300","1630","97","61","35","356","152","118","152","32","75","22","11","70",".984",""
"2016","Mariners","2146","1458","13113.0","4371","1575","89","53","34","387","159","124","158","19","81","32","11","52",".985",""
"2016","Rays","2090","1458","12837.0","4279","1410","94","49","42","314","130","103","130","40","91","31","13","61",".984",""
"2016","Rangers","2140","1458","12987.0","4329","1655","97","58","39","471","190","151","191","34","82","33","11","45",".984",""
"2016","Blue Jays","2157","1458","13134.0","4378","1622","88","52","36","360","144","110","144","21","84","20","29","50",".986",""
"2016","Diamondbacks","2235","1458","13062.0","4354","1663","101","58","42","351","145","118","143","23","63","35","17","69",".983",""
"2016","Braves","2166","1449","13029.0","4343","1565","101","59","39","297","134","97","135","34","132","25","14","83",".983",""
"2016","Cubs","2274","1458","13137.0","4379","1634","101","38","60","277","118","89","116","28","133","38","12","80",".983",""
"2016","Reds","2092","1458","12978.0","4326","1549","102","56","45","338","144","106","144","27","108","45","9","61",".983",""
"2016","Rockies","2177","1458","12864.0","4288","1749","110","55","54","361","149","114","149","28","100","31","13","72",".982",""
"2016","Marlins","2253","1449","12915.0","4305","1507","86","47","37","328","138","97","139","27","76","38","9","66",".985",""
"2016","Astros","2158","1458","13212.0","4404","1599","77","43","31","312","136","96","136","31","67","31","18","98",".987",""
"2016","Dodgers","2331","1458","13077.0","4359","1448","80","44","35","234","102","71","103","31","87","36","13","58",".986",""
"2016","Brewers","2154","1458","12909.0","4303","1671","136","66","69","341","147","104","147","21","92","59","8","48",".978",""
"2016","Nationals","2120","1458","13137.0","4379","1425","73","37","35","351","143","110","143","32","54","29","17","47",".988",""
"2016","Mets","2264","1458","13023.0","4341","1519","90","44","45","327","138","104","138","34","135","45","8","50",".985",""
"2016","Phillies","2175","1458","12933.0","4311","1503","97","57","36","345","143","112","143","19","70","32","10","57",".984",""
"2016","Pirates","2275","1458","13056.0","4352","1745","111","64","44","427","172","134","172","22","102","28","17","71",".982",""
"2016","Cardinals","2256","1458","13035.0","4345","1747","107","58","49","430","169","144","169","31","85","26","10","50",".983",""
"2016","Padres","2169","1458","12960.0","4320","1623","109","62","45","419","165","130","165","38","98","29","13","67",".982",""
"2016","Giants","2214","1458","13143.0","4381","1639","72","43","27","348","137","114","137","19","71","35","6","40",".988",""
"2017","Angels","2176","1458","12966.0","4322","1463","80","44","36","323","136","101","136","25","71","43","10","57",".986",""
"2017","Orioles","2176","1458","12969.0","4323","1609","94","46","45","438","178","143","178","33","77","34","8","53",".984",""
"2017","Red Sox","2118","1458","13341.0","4447","1390","107","43","62","332","127","109","127","25","61","39","19","43",".982",""
"2017","White Sox","2092","1458","12795.0","4265","1541","114","78","35","384","159","119","157","32","120","26","11","67",".981",""
"2017","Indians","2199","1458","12966.0","4322","1446","76","36","38","396","168","124","168","23","50","37","9","48",".987",""
"2017","Tigers","2158","1458","12783.0","4261","1389","84","44","39","369","147","120","147","12","85","37","14","53",".985",""
"2017","Royals","2175","1458","12939.0","4313","1524","79","45","33","359","145","109","145","38","87","30","11","48",".987",""
"2017","Twins","2154","1458","12924.0","4308","1476","78","46","31","359","144","113","144","33","75","29","16","52",".987",""
"2017","Yankees","2115","1458","13038.0","4346","1467","95","54","38","240","102","76","102","29","65","26","21","83",".984",""
"2017","Athletics","2171","1458","12879.0","4293","1597","121","72","49","362","164","120","167","26","111","42","16","84",".980",""
"2017","Mariners","2134","1458","12963.0","4321","1422","103","67","35","355","149","119","147","24","80","26","15","73",".982",""
"2017","Rays","2140","1458","13005.0","4335","1433","100","56","44","317","129","96","129","34","83","22","15","83",".983",""
"2017","Rangers","2095","1458","12909.0","4303","1616","108","60","45","443","173","141","173","43","87","28","8","63",".982",""
"2017","Blue Jays","2276","1458","13185.0","4395","1570","92","49","42","366","146","114","145","26","119","26","8","53",".985",""
"2017","Diamondbacks","2188","1458","12969.0","4323","1604","108","68","40","358","142","116","141","29","69","32","12","82",".982",""
"2017","Braves","2143","1458","12972.0","4324","1578","97","52","45","340","138","113","139","34","99","30","20","58",".984",""
"2017","Cubs","2397","1458","13026.0","4342","1656","95","40","52","338","139","105","139","34","121","35","13","73",".984",""
"2017","Reds","2110","1458","12870.0","4290","1623","81","44","35","302","133","97","133","21","79","42","9","62",".986",""
"2017","Rockies","2177","1458","12939.0","4313","1730","77","36","41","408","170","135","170","36","67","27","18","69",".987",""
"2017","Marlins","2178","1458","12984.0","4328","1554","73","38","33","368","157","110","156","18","67","30","12","57",".988",""
"2017","Astros","2242","1458","13014.0","4338","1526","99","49","46","376","153","115","153","39","102","14","16","86",".983",""
"2017","Dodgers","2299","1458","13002.0","4334","1367","88","40","47","305","132","100","131","26","68","28","19","40",".985",""
"2017","Brewers","2282","1458","13011.0","4337","1624","115","68","46","402","165","122","164","20","99","32","11","50",".981",""
"2017","Nationals","2131","1458","13020.0","4340","1434","86","45","39","334","139","98","139","29","94","29","10","44",".985",""
"2017","Mets","2211","1458","12912.0","4304","1456","92","46","45","319","128","99","127","32","102","29","7","55",".984",""
"2017","Phillies","2135","1458","12969.0","4323","1497","82","41","40","336","146","107","146","23","91","30","17","50",".986",""
"2017","Pirates","2193","1458","12966.0","4322","1662","99","60","37","387","156","126","156","22","95","28","15","58",".984",""
"2017","Cardinals","2207","1458","13053.0","4351","1595","94","42","51","424","164","141","164","35","54","32","7","38",".984",""
"2017","Padres","2205","1458","12876.0","4292","1623","113","53","60","441","178","140","179","30","76","34","8","73",".981",""
"2017","Giants","2188","1458","13068.0","4356","1522","87","49","37","335","128","107","128","28","73","37","6","55",".985",""
"2018","Angels","2277","1458","12936.0","4312","1502","76","46","29","420","175","134","175","23","46","33","18","87",".987",""
"2018","Orioles","2143","1458","12879.0","4293","1537","104","57","46","368","160","118","160","21","89","42","9","81",".982",""
"2018","Red Sox","2171","1458","13128.0","4376","1366","77","42","35","244","107","76","106","25","64","30","25","51",".987",""
"2018","White Sox","2153","1458","12933.0","4311","1431","114","65","46","273","136","87","134","27","133","39","20","94",".981",""
"2018","Indians","2216","1458","13116.0","4372","1353","83","42","37","277","123","90","123","23","81","29","9","54",".986",""
"2018","Tigers","2092","1458","12828.0","4276","1428","95","57","35","279","128","85","128","20","79","37","8","54",".984",""
"2018","Royals","2006","1458","12888.0","4296","1530","77","49","26","340","143","108","143","34","60","33","10","68",".987",""
"2018","Twins","2191","1458","12990.0","4330","1454","97","47","50","311","129","95","129","37","85","29","12","59",".984",""
"2018","Yankees","2112","1458","13107.0","4369","1344","94","36","54","231","95","69","95","21","88","31","25","73",".984",""
"2018","Athletics","2231","1458","13191.0","4397","1595","89","43","44","308","127","95","127","45","98","46","17","86",".985",""
"2018","Mariners","2203","1458","13038.0","4346","1486","88","54","32","373","154","115","154","24","66","26","13","57",".985",""
"2018","Rays","2213","1458","13035.0","4345","1483","85","39","45","346","139","106","138","49","78","27","17","55",".986",""
"2018","Rangers","2117","1458","12879.0","4293","1558","120","59","59","415","170","131","169","39","76","18","13","57",".980",""
"2018","Blue Jays","2235","1458","12903.0","4301","1447","101","54","47","337","138","110","138","32","136","39","8","71",".983",""
"2018","Diamondbacks","2217","1458","13167.0","4389","1686","75","40","35","386","152","128","152","20","66","27","6","69",".988",""
"2018","Braves","2151","1458","13110.0","4370","1439","80","39","41","325","135","99","136","25","102","28","13","61",".986",""
"2018","Cubs","2474","1467","13287.0","4429","1675","104","48","55","390","155","120","155","35","84","40","12","46",".983",""
"2018","Reds","2243","1458","12969.0","4323","1608","95","50","45","345","144","113","144","26","83","24","6","48",".984",""
"2018","Rockies","2154","1467","13071.0","4357","1624","74","36","35","389","164","126","164","23","92","25","11","70",".988",""
"2018","Marlins","2315","1449","12978.0","4326","1448","83","46","36","323","133","96","133","21","60","42","10","47",".986",""
"2018","Astros","2262","1458","13095.0","4365","1369","63","23","38","268","117","83","117","30","60","25","15","67",".989",""
"2018","Dodgers","2502","1467","13284.0","4428","1435","100","56","42","256","112","79","112","38","70","25","10","39",".983",""
"2018","Brewers","2391","1467","13149.0","4383","1453","108","61","46","315","142","97","142","23","69","39","10","50",".982",""
"2018","Nationals","2247","1458","13014.0","4338","1363","64","37","26","266","115","75","115","29","75","43","10","42",".989",""
"2018","Mets","2125","1458","13146.0","4382","1406","88","48","34","295","122","95","122","18","134","36","9","26",".985",""
"2018","Phillies","2273","1458","13011.0","4337","1478","123","47","76","334","138","107","138","25","100","35","18","81",".979",""
"2018","Pirates","2092","1449","12906.0","4302","1478","105","57","45","280","130","92","130","16","72","36","8","95",".982",""
"2018","Cardinals","2297","1458","13098.0","4366","1540","133","61","71","374","151","122","151","22","47","13","7","63",".978",""
"2018","Padres","2208","1458","13113.0","4371","1539","100","50","50","314","129","97","128","31","88","30","12","52",".983",""
"2018","Giants","2201","1458","13152.0","4384","1605","97","63","33","401","160","128","160","38","93","31","9","44",".984",""
"2019","Angels","2267","1458","12984.0","4328","1469","92","52","37","309","118","102","118","32","99","35","11","98",".984",""
"2019","Orioles","2306","1458","12987.0","4329","1442","108","46","59","375","158","114","158","29","82","25","16","75",".982",""
"2019","Red Sox","2286","1458","13239.0","4413","1436","88","53","33","263","115","80","115","29","70","31","15","81",".985",""
"2019","White Sox","2150","1449","12714.0","4238","1525","117","65","50","423","173","139","172","26","76","26","13","71",".980",""
"2019","Indians","2150","1458","12939.0","4313","1322","83","35","47","243","112","73","111","22","53","28","2","42",".985",""
"2019","Tigers","2100","1449","12897.0","4299","1451","110","59","49","305","128","93","128","24","97","37","16","66",".981",""
"2019","Royals","2114","1458","12825.0","4275","1505","73","38","34","377","152","121","152","27","57","27","10","59",".988",""
"2019","Twins","2194","1458","13170.0","4390","1405","111","59","50","289","131","91","131","44","71","16","15","71",".981",""
"2019","Yankees","2171","1458","12987.0","4329","1347","102","48","49","336","135","99","135","26","71","24","13","55",".982",""
"2019","Athletics","2186","1458","13185.0","4395","1464","80","42","37","324","125","105","124","31","83","41","19","74",".987",""
"2019","Mariners","2185","1458","12954.0","4318","1490","132","74","54","369","146","109","146","24","83","26","7","75",".978",""
"2019","Rays","2297","1458","13269.0","4423","1414","87","46","41","299","132","97","130","30","75","35","16","59",".985",""
"2019","Rangers","2089","1458","12942.0","4314","1364","105","56","47","366","143","109","143","28","81","26","11","68",".982",""
"2019","Blue Jays","2198","1458","12963.0","4321","1503","96","57","39","306","144","94","146","37","74","36","9","70",".984",""
"2019","Diamondbacks","2323","1458","13185.0","4395","1560","86","45","40","319","140","98","139","19","47","31","6","49",".986",""
"2019","Braves","2205","1458","13056.0","4352","1522","78","46","30","376","158","115","157","26","76","20","24","70",".987",""
"2019","Cubs","2388","1458","12978.0","4326","1619","118","59","58","380","143","119","143","41","91","25","10","60",".981",""
"2019","Reds","2383","1458","12942.0","4314","1460","91","39","51","300","126","94","127","25","88","26","10","35",".984",""
"2019","Rockies","2242","1458","13038.0","4346","1758","97","51","45","398","169","127","169","22","75","30","8","63",".984",""
"2019","Marlins","2253","1458","12999.0","4333","1364","94","43","48","316","135","98","135","14","57","24","13","71",".984",""
"2019","Astros","2227","1458","13161.0","4387","1353","71","29","41","239","99","79","99","30","75","17","7","41",".988",""
"2019","Dodgers","2355","1458","13011.0","4337","1428","106","53","50","296","119","87","119","29","63","17","11","40",".982",""
"2019","Brewers","2344","1458","13134.0","4378","1395","97","48","49","303","136","98","136","31","94","34","10","41",".983",""
"2019","Nationals","2118","1458","12954.0","4318","1374","87","52","32","280","113","87","113","30","86","24","16","53",".985",""
"2019","Mets","2346","1458","13149.0","4383","1434","99","54","44","331","130","108","129","41","139","22","14","47",".983",""
"2019","Phillies","2201","1458","13083.0","4361","1552","97","49","48","333","139","113","139","23","66","50","11","45",".984",""
"2019","Pirates","2245","1458","12960.0","4320","1493","121","60","58","322","135","102","135","34","71","29","17","50",".980",""
"2019","Cardinals","2256","1458","12996.0","4332","1578","66","44","20","395","172","129","171","26","34","19","6","46",".989",""
"2019","Padres","2261","1458","12888.0","4296","1386","116","54","61","247","101","76","101","25","58","18","6","60",".980",""
"2019","Giants","2273","1458","13221.0","4407","1536","90","53","35","358","145","119","144","28","88","33","7","53",".985",""
